UEI,Legal_Business_Name,DBA_Name,CAGE_Code,Registration_Status,Registration_Date,Expiration_Date,Last_Updated_Date,Purpose_of_Registration,Phys_Address_1,Phys_Address_2,Phys_City,Phys_State_Province,Phys_Zip,Phys_Country,Congressional_District,Mail_Address_1,Mail_City,Mail_State_Province,Mail_Zip,Mail_Country,Entity_Structure,Is_Small_Business,Is_Minority_Owned,Is_Women_Owned,Is_Veteran_Owned,Is_SDVOSB,Is_HUBZone,Is_8a_Program,Is_Non_Profit,Primary_NAICS_Code,Primary_NAICS_Description,Secondary_NAICS_Codes_List,PSC_Codes_List,Gov_Contact_Name,Gov_Contact_Email,Gov_Contact_Phone,EBiz_Contact_Name,EBiz_Contact_Email,EBiz_Contact_Phone,Has_Active_Exclusions,Exclusion_Type,Delinquent_Federal_Tax,Exec_Comp_1_Name,Exec_Comp_1_Amt
ZZ6XR1MEGKR3,BALANCED LIFE A COMMUNITY INITIATIVE INC.,,,Active,2026-06-13,2027-06-13,2026-06-18,Federal Assistance Awards,308 US HIGHWAY 70 W,,HAVELOCK,NC,28532,USA,,308 US HIGHWAY 70 W,HAVELOCK,NC,28532,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,michelle inniss,,,N,,N,,
FNHXFPPMHBS5,Spruce Mountain Educational Foundation,,,Active,2026-06-13,2027-06-18,2026-06-22,Federal Assistance Awards,4 Ski Slope Rd,,Jay,ME,04239,USA,,P.O. Box 113,Jay,ME,04239,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Ben Guild,,,N,,N,,
C3ATN98EMS57,"SPECTOR TECHNICAL SERVICES, LLC",,,Active,2026-06-13,2027-06-21,2026-06-22,Federal Assistance Awards,222 CANNON WAY,,WARRENTON,VA,20186,USA,,222 CANNON WAY,WARRENTON,VA,20186,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Thomas Spector,,,N,,N,,
ZX46HSNRJ4U5,GLOBAL LONGEVITY ASSOCIATION INC,,,Active,2026-06-13,2027-06-16,2026-06-25,Federal Assistance Awards,900 MERIDIAN AVE APT 211,,MIAMI BEACH,FL,33139,USA,,110 S Shore Drive Apt 6B,Miami Beach,FL,33141,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,,,None,,,,,Ella Davar,,,N,,N,,
MTKVGK43ZCN5,BETTER MIDDLEBURY PARTNERSHIP INC,EXPERIENCE MIDDLEBURY,,Active,2026-06-13,2027-06-13,2026-06-18,Federal Assistance Awards,5 Court St,,Middlebury,VT,05753,USA,,PO Box 853,Middlebury,VT,05753,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,,,None,,,,,Jonathan Connor,,,N,,N,,
C3YQZVLR7XZ3,"FAIRVIEW RENTAL PROPERTIES, LLC",,,Active,2026-06-13,2027-06-13,2026-06-18,Federal Assistance Awards,426 FAIRVIEW RD # P,,INDIANOLA,MS,38751,USA,,426 FAIRVIEW RD # P,INDIANOLA,MS,38751,USA,Other,N,N,N,N,N,N,N,N,,,None,,,,,DESRIE STEVENS,,,N,,N,,
C9ZNAPFMR3N4,WELL ROUNDED SERVICES LLC,,21GA2,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,35662 SHOREVIEW DR,,DORENA,OR,97434,USA,,PO BOX 711,Cottage Grove,OR,97424,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,115310,Support Activities for Forestry,113310;541370;541620;561730;562119,F003;F004;F005;F006;F007;F008;F009;F014;F999,,,,Carson Dixon,,,N,,N,,
C7P2QHTWXKK3,AFFINITY BUSINESS SUPPORT GROUP LLC,,211T5,Active,2026-06-13,2027-06-15,2026-06-29,All Awards,1536 Morning Star Dr,,Clermont,FL,34714,USA,,1100 US HIGHWAY 27 SUITE F,Clermont,FL,34713,USA,Other,Y,N,N,N,N,N,N,N,541611,Administrative Management and General Management Consulting Services ,488490;541199;541219;541618;561410;561499;611699,,,,,Erika Tyre,,,N,,N,,
C2SSABLUS7M4,NOCAPSAI LLC,,,Active,2026-06-13,2027-06-25,2026-06-29,Federal Assistance Awards,1110 N BENJAMIN ST APT 4,,RUSHVILLE,IN,46173,USA,,1110 N BENJAMIN ST APT 4,RUSHVILLE,IN,46173,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,,,None,,,,,Nathan Whittaker,,,N,,N,,
RG7CVA72HAX9,TEAM SOFAST LLC,,21N82,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,987 SIOUX RD,,FLORISSANT,CO,80816,USA,,987 SIOUX RD,FLORISSANT,CO,80816,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,611699,All Other Miscellaneous Schools and Instruction ,,,,,,Jeffrey Adams,,,N,,N,,
C2Z4G5YCSCW7,DATA SIMPLE LLC,,21PN0,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,3617 TRAILVIEW DR,,PLANO,TX,75074,USA,,5775 Blairview St.,Frisco,TX,75034,USA,Other,N,N,N,N,N,N,N,N,541219,Other Accounting Services ,518210;541611;541618;541990;561110;611691,,,,,Trey Jackson,,,N,,N,,
ZCSCM7KUNKC4,Educore Prep Inc.,,,Active,2026-06-13,2027-06-26,2026-06-29,Federal Assistance Awards,8906 Lavergne Ave,,Skokie,IL,60077,USA,,,,,,,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,,,None,,,,,Sylvienca Celigene,,,N,,N,,
ZRWAZHUVF9U2,"PURETECH WATERS OF AMERICA, LLC",,21PK8,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,6A Northwood Dr,,Bloomfield,CT,06002,USA,,6A Northwood Dr,Bloomfield,CT,06002,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,445298,All Other Specialty Food Retailers ,,,,,,Paula Whitney,,,N,,N,,
ZVDUNURWCTB2,AMF TRANSPORT LLC,AMF TRANSPORT LLC,21KM5,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,7811 CHASE RD,,DEARBORN,MI,48126,USA,,2327 BOTSFORD ST,Hamtramck,MI,48212,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,484110,"General Freight Trucking, Local ",484121,,,,,Adel Hussain,,,N,,N,,
QLEYD5NDGRQ5,"WATAUGA COUNTY EMERGENCY AND RESCUE SQUAD, INC.",,21PH6,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,200 Quail Dr,,Boone,NC,28607,USA,,PO Box 3394,Boone,NC,28607,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,621910,Ambulance Services ,624230;813410,F999;Q201;Q999;R499;U099,,,,Nathaniel McCoy,,,N,,N,,
CBQDJLJYVDY1,AMBER LIGHTS AND SIRENS INC.,,21PK2,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,2 LUBLIN WAY UNIT 203,,MONROE,NY,10950,USA,,2 LUBLIN WAY UNIT 203,MONROE,NY,10950,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",423120;811111;811114;811198,N025;N042,,,,Shaye Stern,,,N,,N,,
ZP76NBRF7663,NEURALSOFT TECHNOLOGIES LLC,NEURALSOFT TECHNOLOGIES LLC,21PM6,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,36 SPENCER DR,,NASHUA,NH,03062,USA,,36 SPENCER DR,NASHUA,NH,03062,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541511,Custom Computer Programming Services ,518210;541512;541519,7A20;DA01;DA10;DF01;DF10,,,,Suganya Panneerselvam,,,N,,N,,
ZPDBAABKNWR9,Lisa Linn,RNK,21PC5,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,702 N Crescent Dr,,Creedmoor,NC,27522,USA,,702 N Crescent Dr,Creedmoor,NC,27522,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,541519,Other Computer Related Services,518210;541511;541512,,,,,Barry Walter,,,N,,N,,
VXR6SJZA4F15,Apex Bioworks LLC,,21PJ1,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,4 N Birchwood Dr,,Naperville,IL,60540,USA,,4 N Birchwood Dr,Naperville,IL,60540,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,339113,Surgical Appliance and Supplies Manufacturing ,334413;541714,6515;AC12;AN11;AR14,,,,Eugjena Pipa,,,N,,N,,
LLWAXNVE3AJ3,HEALTHLINCS INC,HEALTHLINCS INC,21PL6,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,8757 GEORGIA AVE STE 460,,SILVER SPRING,MD,20910,USA,,8757 GEORGIA AVE STE 460,SILVER SPRING,MD,20910,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,Y,621999,All Other Miscellaneous Ambulatory Health Care Services ,518210;525120;541611;541612;541720;541990;561110;561499;611430;611710;622110,AF11;AN11;AN14;AN41;Q519;Q533;R401;R406;R408;R410;R499;U001;U002;U008;U009;U099,,,,Nkem Okeke,,,N,,N,,
RENDEQCHADT7,EAST SHORE LEADERSHIP ACADEMY,,21PG2,Active,2026-06-13,2027-06-13,2026-06-29,All Awards,1403 7TH ST,,PORT HURON,MI,48060,USA,,1403 7TH ST,PORT HURON,MI,48060,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,N,611110,Elementary and Secondary Schools ,,,,,,Brandy Pavlik,,,N,,N,,
J2TAX2WVWN51,"CDR HEALTH STRATEGIES, LLC",,21QL0,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,957 N PAXTON ST,,ALEXANDRIA,VA,22304,USA,,8804 Northern Spruce Lane,Alexandria,VA,22309,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,541990,"All Other Professional, Scientific, and Technical Services",,,,,,Catherine Raybon,,,N,,N,,
ZQS8DJSYC3Z2,CARPOOL SCHOOL INC.,,21QU3,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,307 Belrose Dr,,Cary,NC,27513,USA,,307 Belrose Dr,Cary,NC,27513,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",485999;518210;541511;541512,AS12;AS13;DA01,,,,Krishnanand Kamath,,,N,,N,,
KKF4YCKT7K27,EquipWorks Consultants LLC,EquipWorks,21QK1,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,5892 9th Rd N,,Arlington,VA,22205,USA,,5892 9th Rd N,Arlington,VA,22205,USA,Other,N,N,N,N,Y,N,N,N,541611,Administrative Management and General Management Consulting Services ,518210;541512;541519;541618,,,,,Christopher Ray,,,N,,N,,
CBD8LAMAE5Q8,INJECTORS USA INC,DIESEL INJECTION SERVICE,21QQ9,Active,2026-06-13,2027-06-14,2026-07-02,All Awards,8482 CHERRY AVE,,FONTANA,CA,92335,USA,,PO BOX 11955,San Bernardino,CA,92423,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,811114,Specialized Automotive Repair ,,2815,,,,ANTHONY MARSHALL,,,N,,N,,
ZU7WMVA2MBZ7,SCAN DWELL LLC,SCAN DWELL LLC,21Q95,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,313 SONDRA COVE TRL E,,JACKSONVILLE,FL,32225,USA,,313 SONDRA COVE TRL E,JACKSONVILLE,FL,32225,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,541350,Building Inspection Services,541690,H341;H345;H359;H361;H362;H372;H399;R499,,,,Nelson Quiles,,,N,,N,,
ZYHDU32SUMF5,NR Enterprise Solutions LLC,,21BA9,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,24 Bayview Ave,,New Rochelle,NY,10805,USA,,24 Bayview Ave,New Rochelle,NY,10805,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,541614,"Process, Physical Distribution, and Logistics Consulting Services ",,,,,,Sami Rauf,,,N,,N,,
TD2TWFTLK295,PremaShield Group LLC,Premashield,21QU6,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,1803 Dalton Way,,Lovejoy,GA,30228,USA,,1441 Woodmont Ln NW #222,Atlanta,GA,30318,USA,,N,N,N,N,N,N,N,N,541512,Computer Systems Design Services ,541511;541513;541519;541611;541618;541690;541990;611430;611710,7B20;7J20;R408;R425;R499;R706;R799;U008;U012,,,,Jonelle Owens,,,N,,N,,
CA6DDDWCAZJ1,Accelerate Courier LLC,,21RE0,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,360 Orleans Blvd,,McDonough,GA,30253,USA,,1659 Hwy 20 W STE 291,McDonough,GA,30253,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,492110,Couriers and Express Delivery Services,484110;488510;492210,R602;V112,,,,Stephaan Brown,,,N,,N,,
ZQGKHC3L8HT3,TRENDPOINTE ADVISORY & SOLUTIONS LLC,,21HQ4,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,5755 Huffines Blvd,,Royse City,TX,75189,USA,,5755 Huffines Blvd,Royse City,TX,75189,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541611,Administrative Management and General Management Consulting Services ,518210;525990;541120;541191;541211;541213;541214;541219;541320;541511;541512;541513;541519;541612;541613;541614;541618;541620;541690;541715;541810;541820;541830;541840;541850;541860;541870;541890;541990;561110;561210;561311;561312;561320;561330;561410;561421;561422;561431;561439;561499;561611;561710;561720;561730;561740;561790;561910;561920;561990;611410;611420;611430;611710,,,,,Cedric Jackson,,,N,,N,,
XTW9J8LKM288,SUMMIT CYBER LLC,,21PW1,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,1812 MULLIGAN WAY,,CULPEPER,VA,22701,USA,,1812 MULLIGAN WAY,CULPEPER,VA,22701,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,541519,Other Computer Related Services,541512;541611;541690,R408;R425;R499;R706,,,,Samuel Baker,,,N,,N,,
ZYZRJNXCUB55,WATHAS WONDERFUL WORLD LLC,WATHAS WONDERFUL WORLD LLC,21SB6,Active,2026-06-13,2027-06-17,2026-07-02,All Awards,141 HORSESHOE LAKE RD,,MONROE,LA,71203,USA,,PO BOX 173,Bastrop,LA,71221,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541618,Other Management Consulting Services ,,,,,,HIWATHA COLEMAN,,,N,,N,,
C3DAS236UH27,ARIAH STEPHENS LLC,,21PP9,Active,2026-06-13,2027-06-14,2026-07-02,All Awards,731 BERRY BRAMBLE DR,,BRANDON,FL,33510,USA,,731 BERRY BRAMBLE DR,BRANDON,FL,33510,USA,Other,Y,N,N,N,Y,N,N,N,541512,Computer Systems Design Services ,541511;541611;541690;541990,DF01;R408;R499,,,,Ahira Torres,,,N,,N,,
C9PFYKLM9SX3,Courtney Whitney,Gilded ember studio,21PS3,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,2363 Gingko Dr,,Sumter,SC,29150,USA,,2363 gingko dr,Sumter,SC,29150,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,339999,All Other Miscellaneous Manufacturing ,,,,,,Courtney Whitney,,,N,,N,,
C8GVHV3Q8JR1,THE COLLECTIVE CONSULTING LLC,,21QP7,Active,2026-06-13,2027-06-14,2026-07-02,All Awards,3486 W 63RD AVE,,DENVER,CO,80221,USA,,3486 W 63RD AVE,DENVER,CO,80221,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,531390,Other Activities Related to Real Estate ,,,,,,Joanna Sandoval,,,N,,N,,
C8FUHYLJMGF2,Truebridge Logistics LLC,,21HP6,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,12946 Colonnade Cir,,Clermont,FL,34711,USA,,12946 Colonnade Cir,Clermont,FL,34711,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,423450;423610;423690;423710;423830;423840;541611;541614,5305;5306;5307;5310;5315;5320;5325;5330;5335;5340;5345;5350;5355;5360;5365;7510;7520;7530;7920;7930;8105;8110;8115;8120;8125;8130;8135;8140;8145,,,,Katrina Manley,,,N,,N,,
C662FZFRGAK7,J. PICENA TRANSPORTATION LLC,,21S14,Active,2026-06-13,2027-06-16,2026-07-02,All Awards,7927 BONSAI BAY,,SAN ANTONIO,TX,78253,USA,,7927 BONSAI BAY,SAN ANTONIO,TX,78253,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,Y,N,N,N,484121,"General Freight Trucking, Long-Distance, Truckload ",484110;484122;484220;484230,V112,,,,Jose Picena,,,N,,N,,
C5L1SKJ21DJ4,EXPRESSCARE LOGISTICS LLC,,21QM5,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,325 KOWETA WAY,,GROVETOWN,GA,30813,USA,,325 KOWETA WAY,GROVETOWN,GA,30813,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,492110,Couriers and Express Delivery Services,492210,,,,,Kenyata Holmes,,,N,,N,,
NZEKHC3L9386,"GURRAJ, INC",,21QE2,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,850 MISTLETOE LN,,REDDING,CA,96002,USA,,5630 Ebbshore Street,Sacramento,CA,95835,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,721110,Hotels (except Casino Hotels) and Motels ,,V231,,,,Chanddeep Madaan,,,N,,N,,
X9ZWDU2F5AL9,POLICYGRID LLC,,21PL9,Active,2026-06-13,2027-06-14,2026-07-02,All Awards,437 S Hill St Apt 328,,Los Angeles,CA,90013,USA,,437 S Hill St Apt 328,Los Angeles,CA,90013,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,561210,Facilities Support Services,561110;561720;561730;561990;562111,S201;S205;S208;S209;S218;S299,,,,Matthew Moody,,,N,,N,,
ZPXPDLBKYMM2,Samaritan Space LLC,,21R41,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,2030 W 235th St,,Torrance,CA,90501,USA,,2030 W 235th St,Torrance,CA,90501,USA,Partnership or Limited Liability Partnership,N,N,N,N,Y,N,N,N,541330,Engineering Services,,AR12;B539,,,,Jonathan Villarie,,,N,,N,,
ZUS4WJX3R745,ABSTRACT CONSULTING AND MANAGEMENT LLC,,21R37,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,468 S Bethany Rd,,Locust Grove,GA,30248,USA,,468 S Bethany Rd,Locust Grove,GA,30248,USA,Partnership or Limited Liability Partnership,Y,N,N,N,Y,N,N,N,541611,Administrative Management and General Management Consulting Services ,541511;541612;541618;611430,R408;R410;R431;U008,,,,Willie Griffin,,,N,,N,,
ZX8GGGJAFTP7,Laura McKenzie,,21PT4,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,1816 Independence Rd,,Greensboro,NC,27408,USA,,1816 Independence Rd,Greensboro,NC,27408,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,541611,Administrative Management and General Management Consulting Services ,,,,,,Laura McKenzie,,,N,,N,,
ZYV9K4MKZN15,LEGACY PREMIUM SERVICES LLC ,,21DJ5,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,4304 Windale Dr,,Lawrenceville,GA,30044,USA,,4304 Windale Dr,Lawrenceville,GA,30044,USA,Corporate Entity (Not Tax Exempt),Y,N,N,N,N,N,N,N,561990,All Other Support Services,115112;423850;424130;484210;492110;492210;531311;541511;541512;541519;541613;541690;561110;561210;561320;561330;561421;561422;561499;561710;561720;561730;561790,6510;6515;7910;7920;7930;H179;H279;R408;R604;R607;R699;S201;S216;S222;V001;V002,,,,Diamond Carroll,,,N,,N,,
TPQXYB3DYWR3,All In One Solutions LLC,,21PV9,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,JM10 Calle Antonio Otero,,Toa Baja,PR,00949,USA,,JM10 Calle Antonio Otero,Toa Baja,PR,00949,USA,Other,N,N,N,N,N,N,N,N,423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,238320;238990;339940;444110;445320,7110;7290;7510;J041;R499;S201,,,,ORLANDO RODRIGUEZ VEGA,,,N,,N,,
C3ZBQ92B2LM3,POLANCO AUTO RENTALS LLC,POLANCO AUTO RENTALS LLC,21QZ8,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,600 CUMBERLAND POINTE CIR # 600,,MECHANICSBURG,PA,17055,USA,,600 CUMBERLAND POINTE CIR # 600,MECHANICSBURG,PA,17055,USA,Other,Y,N,N,N,N,N,N,N,532111,Passenger Car Rental ,484110;485999;488490;561499,,,,,Rosanny Polanco,,,N,,N,,
RPF4WYYBPJK3,MINDSEYE BIOMEDICAL LLC,,21QZ0,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,1128 Carleton St,,Berkeley,CA,94702,USA,,440 N Barranca Ave #3566,Covina,CA,91723,USA,Corporate Entity (Tax Exempt),N,N,N,N,N,N,N,N,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ",,,,,,Jean Rintoul,,,N,,N,,
TAV4UE43Y9K8,OJASVI LLC,OJASVI LLC,21SZ9,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,4602 Middle Park Dr,,San Jose,CA,95135,USA,,4602 Middle Park Dr,San Jose,CA,95135,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,541512,Computer Systems Design Services ,423430;423690;513210;518210;541511;541513;541519;541611;541618,5820;5895;7A20;7A21;7B20;7B21;7B22;7C20;7C21;7D20;7E20;7F20;7G20;7G21;7G22;7H20;7J20;7K20;DA01;DA10;DG01;R408;R499,,,,Vijay Pegallapati,,,N,,N,,
ZQ3QXPCGSLL3,Daybreak Legacy Holdings LLC,,21QW6,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,541 Sherwood Oaks Rd,,Stone Mountain,GA,30087,USA,,541 Sherwood Oaks Rd,Stone Mountain,GA,30087,USA,Other,N,N,N,N,Y,N,N,N,312111,Soft Drink Manufacturing ,,,,,,Essic Stroman,,,N,,N,,
ZQAKXL7K42S1,"Willow Group, LLC",,21Q74,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,3204 Ox Meadow Ct,,Herndon,VA,20171,USA,,11166 Fairfax Blvd Suite 500,Fairfax,VA,22030,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,541511,Custom Computer Programming Services ,541512;541519,,,,,Riya Dev,,,N,,N,,
ZSXQABFGFHY8,ARBOR NURSING AND REHAB LLC,CYPRESS CARE CENTER AND REHAB,21S66,Active,2026-06-13,2027-06-16,2026-07-02,All Awards,490 S Old Wire Rd,,Wildwood,FL,34785,USA,,490 S Old Wire Rd,Wildwood,FL,34785,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,,Q402,,,,Dawn Wozniak,,,N,,N,,
NN2SFALG4EM6,SAUVE COMMUNICATIONS SOLUTIONS LLC,,21QC4,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,164 TILDEN WAY,,EDGEWATER,MD,21037,USA,,PO Box 11021,West McLean,VA,22102,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,517810,All Other Telecommunications ,,,,,,SHIRLEY SAUVE,,,N,,N,,
WHKUBDFDUR94,ROYAL ROOTS DNA SOLUTIONS LLC,ROYAL ROOTS DNA SOLUTIONS LLC,21QT3,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,190 BAXTER DR APT 321,,ATHENS,GA,30606,USA,,190 BAXTER DR APT 321,ATHENS,GA,30606,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,541380,Testing Laboratories and Services,541990;561611;621511;621999,,,,,Charlene Powell,,,N,,N,,
ZPFDZZK3TBM8,Grand Patriot Solutions LLC,,21QV4,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,8777 W Maule Ave Unit 3145,,Las Vegas,NV,89148,USA,,8777 W Maule Ave Unit 3145,Las Vegas,NV,89148,USA,Partnership or Limited Liability Partnership,Y,N,N,N,Y,N,N,N,238350,Finish Carpentry Contractors,236220;337110;337127;337214;423210;561790,6530;7110;7125;7195;J071;Z1AZ,,,,Alice Park,,,N,,N,,
C82GNKJRATY6,THE COCO COLLECTION LLC,,21R56,Active,2026-06-13,2027-06-14,2026-07-02,All Awards,20257 Ecorse Rd Ste 2L,,Taylor,MI,48180,USA,,20257 Ecorse Rd Ste 2L,Taylor,MI,48180,USA,Partnership or Limited Liability Partnership,N,N,N,N,N,N,N,N,812112,Beauty Salons ,,,,,,Michelle Spencer,,,N,,N,,
TBGAPTLB2Q42,NALU CONSULTING AND INVESTIGATIONS LLC,,21SR9,Active,2026-06-13,2027-06-18,2026-07-02,All Awards,47-616 PUAPOO PL,,KANEOHE,HI,96744,USA,,47-616 PUAPOO PL,Kaneohe,HI,96744,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,541690,Other Scientific and Technical Consulting Services,541519;541611;561990,R408;R499;U099,,,,Tim Vanhorn,,,N,,N,,
ZTK7Y3487C41,INTANDEM LLC,INTANDEM LLC,21QN8,Active,2026-06-13,2027-06-14,2026-07-02,All Awards,8166 Two Fls,,San Antonio,TX,78255,USA,,8166 Two Fls,San Antonio,TX,78255,USA,Sole Proprietorship,N,N,N,N,N,N,N,N,541511,Custom Computer Programming Services ,541512;541519;541611,7A21;DA01;DJ01,,,,Stephen Salstrand,,,N,,N,,
XHSUHJGUTPR4,K&R VITAL LIVING LLC,TRUBLUE OF NORTH CENTRAL NASSAU,21QN6,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,1424 MANOR CT,,MERRICK,NY,11566,USA,,1424 MANOR CT,MERRICK,NY,11566,USA,Sole Proprietorship,Y,N,N,N,N,N,N,N,236118,Residential Remodelers ,236220;238320;238350;238390;238990;561790,Z1AA;Z1AZ;Z1JZ;Z2AA;Z2EZ;Z2QA,,,,Danielle Rosemond,,,N,,N,,
CBJZG1YR58Q7,HING BUILDERS LLC,,21PY7,Active,2026-06-13,2027-06-15,2026-07-02,All Awards,3508 S CUSHMAN AVE,,TACOMA,WA,98418,USA,,3508 S CUSHMAN AVE,TACOMA,WA,98418,USA,Corporate Entity (Not Tax Exempt),N,N,N,N,N,N,N,N,238990,All Other Specialty Trade Contractors,236118;236220;238130;238350,Y1JZ;Y1PZ;Z1JZ;Z1PZ;Z2JZ;Z2PZ,,,,Saros Hing,,,N,,N,,
W18QDBMNUNA7,H5 CYBER SOLUTIONS LLC,,21PW2,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,7513 REXFORD ST,,NAVARRE,FL,32566,USA,,7513 REXFORD ST,NAVARRE,FL,32566,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",,,,,,Jason Holder,,,N,,N,,
ZVTFJDBU8LA8,TAYVIC Solutions LLC,,21Q83,Active,2026-06-13,2027-06-13,2026-07-02,All Awards,42 Dittmann Way,,Stafford,VA,22556,USA,,42 Dittmann Way,Stafford,VA,22556,USA,Sole Proprietorship,N,N,N,N,Y,N,N,N,541611,Administrative Management and General Management Consulting Services ,334111;334118;334290;334419;541511;541512;541519;541690;541715,DA01;DA10;DB01;DB02;DB10;DC01;DC10;DD01;DE01;DE02;DE10;DE11;DF01;DF10;DG01;DG10;DG11;DH01;DH10;DJ01;DJ10;DK01;DK10;R405;R406;R408;R410;R702;R703;R704;R707;R710,,,,Andre Dunham,,,N,,N,,
